participant,date,expName,psychopyVersion,OS,frameRate,CorrectResponse,prac_prompt_1,prac_prompt_2,prac_prompt_3,prac_prompt_4,prac_prompt_5,prac_prompt_6,prac_prompt_7,prac_prompt_8,prac_prompt_9,prac_key_resp.keys,prac_key_resp.corr,prac_key_resp.rt,prac_key_resp.duration,prac_loop.thisRepN,prac_loop.thisTrialN,prac_loop.thisN,prac_loop.thisIndex,prac_loop.ran,object_class,object_category,corr_ans,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,response_label,response_animacy,corr_animacy,img_condition,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,randomize_blocks.thisRepN,randomize_blocks.thisTrialN,randomize_blocks.thisN,randomize_blocks.thisIndex,randomize_blocks.ran,block_condition
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,5,dog,bicycle,leaf,flower,duck,chair,truck,tree,hand,5,1,3.3904,,0,0,0,1,1,duck,anim_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,9,truck,bicycle,dog,chair,hand,leaf,flower,duck,tree,9,1,3.3679,,0,1,1,4,1,tree,inanim_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,7,flower,bicycle,tree,chair,duck,truck,dog,leaf,hand,7,1,3.029,,0,2,2,2,1,dog,anim_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,2,hand,flower,dog,chair,truck,leaf,bicycle,tree,duck,3,0,11.3728,,0,3,3,3,1,flower,inanim_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,1,hand,flower,chair,tree,duck,truck,bicycle,leaf,dog,1,1,6.3697,,0,4,4,0,1,hand,anim_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,8,butterfly,bear,dog,pineapple,car,airplane,binoculars,corn,bread,8,1,2.6285,,corn,inanim_natural,1,scrambled,0,0,0,10,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,9,lawnmower,pineapple,train,butterfly,car,snail,mushroom,dog,apple,9,1,2.779,,apple,inanim_natural,1,scrambled,0,1,1,9,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,butterfly,anim_natural,1,butterfly,train,house,bread,mushroom,corn,dog,lawnmower,snail,1,1,1.9115,,butterfly,anim_natural,1,scrambled,0,2,2,1,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,mushroom,inanim_natural,4,snail,airplane,cat,mushroom,house,bread,dog,train,pineapple,6,0,3.7818,,bread,inanim_natural,1,scrambled,0,3,3,7,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,dog,anim_natural,3,bear,pineapple,dog,bread,lawnmower,binoculars,apple,house,cat,9,0,3.3469,,cat,anim_natural,1,scrambled,0,4,4,4,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,cow,anim_natural,4,binoculars,snail,dog,cow,pineapple,apple,bread,airplane,lawnmower,4,1,2.9579,,cow,anim_natural,1,scrambled,0,5,5,3,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,bread,inanim_natural,8,house,airplane,pineapple,snail,cow,corn,cat,bread,train,5,0,4.5923,,cow,anim_natural,0,scrambled,0,6,6,6,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,car,inanim_artificial,3,lawnmower,snail,car,butterfly,pineapple,bread,corn,train,dog,3,1,3.0443,,car,inanim_artificial,1,scrambled,0,7,7,14,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,train,inanim_artificial,9,avocado,cat,mushroom,butterfly,bread,lawnmower,car,bear,train,9,1,4.0644,,train,inanim_artificial,1,scrambled,0,8,8,17,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,8,lawnmower,train,dog,pineapple,cow,airplane,apple,avocado,butterfly,7,0,4.8291,,apple,inanim_natural,1,scrambled,0,9,9,11,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,1,house,mushroom,train,car,pineapple,dog,butterfly,cat,corn,1,1,2.2241,,house,inanim_artificial,1,scrambled,0,10,10,15,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,9,bear,airplane,corn,bread,butterfly,car,cat,train,pineapple,9,1,3.326,,pineapple,inanim_natural,1,scrambled,0,11,11,8,1,,,,,,
66bcf6ae07e40789d4193872,2025-08-21_16h40.37.305,GLINT,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,lawnmower,inanim_artificial,1,lawnmower,pineapple,cow,corn,bear,airplane,binoculars,dog,bread,,0,,,no response,no response,0,scrambled,0,12,12,16,1,,,,,,
